tweet_id,user_replied_tweet,timestamp,tweeted_source,tweet_text,tweet_page_source,retweeted,expanded_urls,rating_numerator,rating_denominator,rating_percent,name,dog_gender,dog_stage,jpg_url,img_num,is_dog,dog_breed,confidence,favorite_count,retweet_count
890006608113172480,0,2017-07-26 00:31:25,Twitter for iPhone,This is Koda. He is a South Australian deckshark. Deceptively deadly. Frighteningly majestic. 13/10 would risk a petting #BarkWeek ,https://t.co/dVPW0B0Mme,0,"https://twitter.com/dog_rates/status/890006608113172480/photo/1,https://twitter.com/dog_rates/status/890006608113172480/photo/1",13.0,10.0,1.3,Koda,Male,,https://pbs.twimg.com/media/DFnwSY4WAAAMliS.jpg,1.0,True,Samoyed,0.957979,30410.0,7283.0
889880896479866881,0,2017-07-25 16:11:53,Twitter for iPhone,This is Bruno. He is a service shark. Only gets out of the water to assist you. 13/10 terrifyingly good boy ,https://t.co/u1XPQMl29g,0,https://twitter.com/dog_rates/status/889880896479866881/photo/1,13.0,10.0,1.3,Bruno,Male,,https://pbs.twimg.com/media/DFl99B1WsAITKsg.jpg,1.0,True,French Bulldog,0.377417,27551.0,4940.0
889665388333682689,0,2017-07-25 01:55:32,Twitter for iPhone,Here's a puppo that seems to be on the fence about something haha no but seriously someone help her. 13/10 ,https://t.co/BxvuXk0UCm,0,https://twitter.com/dog_rates/status/889665388333682689/photo/1,13.0,10.0,1.3,,Female,puppo,https://pbs.twimg.com/media/DFi579UWsAAatzw.jpg,1.0,True,Pembroke,0.966327,47718.0,9990.0
889638837579907072,0,2017-07-25 00:10:02,Twitter for iPhone,This is Ted. He does his best. Sometimes that's not enough. But it's ok. 12/10 would assist ,https://t.co/f8dEDcrKSR,0,"https://twitter.com/dog_rates/status/889638837579907072/photo/1,https://twitter.com/dog_rates/status/889638837579907072/photo/1",12.0,10.0,1.2,Ted,Male,,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,1.0,True,French Bulldog,0.99165,26934.0,4516.0
889531135344209921,0,2017-07-24 17:02:04,Twitter for iPhone,This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10 puppared puppo #BarkWeek ,https://t.co/y70o6h3isq,0,https://twitter.com/dog_rates/status/889531135344209921/photo/1,13.0,10.0,1.3,Stuart,Male,puppo,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,1.0,True,Golden Retriever,0.953442,14971.0,2224.0
889278841981685760,0,2017-07-24 00:19:32,Twitter for iPhone,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek ,https://t.co/WpHvrQedPb,0,https://twitter.com/dog_rates/status/889278841981685760/video/1,13.0,10.0,1.3,Oliver,Male,,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,1.0,True,Whippet,0.626152,25085.0,5383.0
888917238123831296,0,2017-07-23 00:22:39,Twitter for iPhone,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both ,https://t.co/chxruIOUJN,0,https://twitter.com/dog_rates/status/888917238123831296/photo/1,12.0,10.0,1.2,Jim,Male,,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,1.0,True,Golden Retriever,0.714719,28851.0,4473.0
888804989199671297,0,2017-07-22 16:56:37,Twitter for iPhone,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best ,https://t.co/HTQ77yNQ5K,0,"https://twitter.com/dog_rates/status/888804989199671297/photo/1,https://twitter.com/dog_rates/status/888804989199671297/photo/1",13.0,10.0,1.3,Zeke,Male,,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,1.0,True,Golden Retriever,0.46976,25367.0,4296.0
888554962724278272,0,2017-07-22 00:23:06,Twitter for iPhone,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af ,https://t.co/YnYAFCTTiK,0,"https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1",13.0,10.0,1.3,Ralphus,Male,,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,3.0,True,Siberian Husky,0.700377,19716.0,3555.0
888078434458587136,0,2017-07-20 16:49:33,Twitter for iPhone,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway ,https://t.co/DK7iDPfuRX,0,"https://twitter.com/dog_rates/status/888078434458587136/photo/1,https://twitter.com/dog_rates/status/888078434458587136/photo/1",12.0,10.0,1.2,Gerald,Male,,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,1.0,True,French Bulldog,0.995026,21574.0,3474.0
887705289381826560,0,2017-07-19 16:06:48,Twitter for iPhone,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic ,https://t.co/PhrUk20Q64,0,https://twitter.com/dog_rates/status/887705289381826560/photo/1,13.0,10.0,1.3,Jeffrey,Male,,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,1.0,True,Basset,0.821664,29917.0,5354.0
887517139158093824,0,2017-07-19 03:39:09,Twitter for iPhone,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) ,https://t.co/20VrLAA8ba,0,https://twitter.com/dog_rates/status/887517139158093824/video/1,14.0,10.0,1.4,such,,,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,1.0,False,Limousine,0.130432,45861.0,11598.0
887473957103951883,0,2017-07-19 00:47:34,Twitter for iPhone,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her ,https://t.co/cLyzpcUcMX,0,"https://twitter.com/dog_rates/status/887473957103951883/photo/1,https://twitter.com/dog_rates/status/887473957103951883/photo/1",13.0,10.0,1.3,Canela,Female,,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,2.0,True,Pembroke,0.809197,68544.0,18077.0
887343217045368832,0,2017-07-18 16:08:03,Twitter for iPhone,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) ,https://t.co/WZqNqygEyV,0,https://twitter.com/dog_rates/status/887343217045368832/video/1,13.0,10.0,1.3,,,,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,1.0,True,Mexican Hairless,0.330741,33403.0,10332.0
887101392804085760,0,2017-07-18 00:07:08,Twitter for iPhone,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof ,https://t.co/4Ad1jzJSdp,0,https://twitter.com/dog_rates/status/887101392804085760/photo/1,12.0,10.0,1.2,,,,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,1.0,True,Samoyed,0.733942,30286.0,5923.0
886983233522544640,0,2017-07-17 16:17:36,Twitter for iPhone,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in ,https://t.co/I6oNy0CgiT,0,"https://twitter.com/dog_rates/status/886983233522544640/photo/1,https://twitter.com/dog_rates/status/886983233522544640/photo/1",13.0,10.0,1.3,Maya,Female,,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,2.0,True,Chihuahua,0.793469,34877.0,7728.0
886736880519319552,0,2017-07-16 23:58:41,Twitter for iPhone,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

",https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b,0,"https://www.gofundme.com/mingusneedsus,https://twitter.com/dog_rates/status/886736880519319552/photo/1,https://twitter.com/dog_rates/status/886736880519319552/photo/1",13.0,10.0,1.3,Mingus,Male,,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,1.0,True,Kuvasz,0.309706,11959.0,3271.0
886680336477933568,0,2017-07-16 20:14:00,Twitter for iPhone,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal ,https://t.co/BCoWue0abA,0,https://twitter.com/dog_rates/status/886680336477933568/photo/1,13.0,10.0,1.3,Derek,Male,,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,1.0,False,Convertible,0.738995,22242.0,4437.0
886366144734445568,0,2017-07-15 23:25:31,Twitter for iPhone,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe ,https://t.co/RGE08MIJox,0,"https://twitter.com/dog_rates/status/886366144734445568/photo/1,https://twitter.com/dog_rates/status/886366144734445568/photo/1",12.0,10.0,1.2,Roscoe,,pupper,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,1.0,True,French Bulldog,0.999201,21015.0,3180.0
886267009285017600,1,2017-07-15 16:51:35,Twitter for iPhone,@NonWhiteHat @MayhewMayhem omg hello tanner you are a scary good boy 12/10 would pet with extreme caution,,0,,12.0,10.0,1.2,,,,,,,,,116.0,4.0
886258384151887873,0,2017-07-15 16:17:19,Twitter for iPhone,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles ,https://t.co/xZDA9Qsq1O,0,https://twitter.com/dog_rates/status/886258384151887873/photo/1,13.0,10.0,1.3,Waffles,Male,,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,1.0,True,Pug,0.943575,27752.0,6233.0
886054160059072513,0,2017-07-15 02:45:48,Twitter for iPhone,RT @Athletics: 12/10 #BATP ,https://t.co/WxwJmvjfxo,1,"https://twitter.com/dog_rates/status/886053434075471873,https://twitter.com/dog_rates/status/886053434075471873",12.0,10.0,1.2,,,,,,,,,0.0,104.0
885984800019947520,0,2017-07-14 22:10:11,Twitter for iPhone,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution ,https://t.co/BuveP0uMF1,0,https://twitter.com/dog_rates/status/885984800019947520/photo/1,12.0,10.0,1.2,Jimbo,Male,,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,1.0,True,Blenheim Spaniel,0.972494,32423.0,6768.0
885528943205470208,0,2017-07-13 15:58:47,Twitter for iPhone,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly ,https://t.co/tp1kQ8i9JF,0,https://twitter.com/dog_rates/status/885528943205470208/photo/1,13.0,10.0,1.3,Maisey,Female,,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,1.0,True,Pug,0.369275,35679.0,6387.0
885518971528720385,0,2017-07-13 15:19:09,Twitter for iPhone,I have a new hero and his name is Howard. 14/10 ,https://t.co/gzLHboL7Sk,0,https://twitter.com/4bonds2carbon/status/885517367337512960,14.0,10.0,1.4,,Male,,,,,,,20263.0,3737.0
885167619883638784,0,2017-07-12 16:03:00,Twitter for iPhone,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 ,https://t.co/44ItaMubBf,0,"https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1",13.0,10.0,1.3,,,,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,4.0,True,Malamute,0.8124819999999999,21759.0,4355.0
884925521741709313,0,2017-07-12 00:01:00,Twitter for iPhone,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl ",https://t.co/MYJvdlNRVa,0,https://twitter.com/dog_rates/status/884925521741709313/photo/1,12.0,10.0,1.2,Earl,Male,,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,1.0,True,Italian Greyhound,0.259916,76890.0,18321.0
884876753390489601,0,2017-07-11 20:47:12,Twitter for iPhone,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola ,https://t.co/74TKAUsLkO,0,"https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1",13.0,10.0,1.3,Lola,Female,,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,1.0,True,Chow,0.822103,27713.0,5751.0
884562892145688576,0,2017-07-11 00:00:02,Twitter for iPhone,This is Kevin. He's just so happy. 13/10 what is your secret Kevin ,https://t.co/1r4MFCbCX5,0,https://twitter.com/dog_rates/status/884562892145688576/photo/1,13.0,10.0,1.3,Kevin,Male,,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,1.0,True,Pug,0.5464060000000001,24104.0,4840.0
884441805382717440,0,2017-07-10 15:58:53,Twitter for iPhone,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) ",https://t.co/vvBOcC2VdC,0,https://twitter.com/dog_rates/status/884441805382717440/photo/1,14.0,10.0,1.4,,,,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,1.0,True,Pembroke,0.993225,26765.0,5616.0
884247878851493888,0,2017-07-10 03:08:17,Twitter for iPhone,OMG HE DIDN'T MEAN TO HE WAS JUST TRYING A LITTLE BARKOUR HE'S SUPER SORRY 13/10 WOULD FORGIVE IMMEDIATE ,https://t.co/uF3pQ8Wubj,0,https://twitter.com/kaijohnson_19/status/883965650754039809,13.0,10.0,1.3,,,,,,,,,72447.0,20333.0
884162670584377345,0,2017-07-09 21:29:42,Twitter for iPhone,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo ,https://t.co/YSI00BzTBZ,0,https://twitter.com/dog_rates/status/884162670584377345/photo/1,12.0,10.0,1.2,Yogi,Male,doggo,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,1.0,True,German Shepherd,0.707046,20210.0,2966.0
883838122936631299,0,2017-07-09 00:00:04,Twitter for iPhone,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy ,https://t.co/V85xujjDDY,0,https://twitter.com/dog_rates/status/883838122936631299/photo/1,12.0,10.0,1.2,Noah,Male,,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,1.0,True,Doberman,0.610946,21726.0,3425.0
883482846933004288,0,2017-07-08 00:28:19,Twitter for iPhone,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 ",https://t.co/qjrljjt948,0,"https://twitter.com/dog_rates/status/883482846933004288/photo/1,https://twitter.com/dog_rates/status/883482846933004288/photo/1",5.0,10.0,0.5,Bella,Female,,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,1.0,True,Golden Retriever,0.943082,45567.0,9909.0
883360690899218434,0,2017-07-07 16:22:55,Twitter for iPhone,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck ,https://t.co/rf661IFEYP,0,https://twitter.com/dog_rates/status/883360690899218434/photo/1,13.0,10.0,1.3,Grizzwald,Male,floofer,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,1.0,True,Chow,0.987997,22385.0,3655.0
883117836046086144,0,2017-07-07 00:17:54,Twitter for iPhone,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat ",https://t.co/Se5fZ9wp5E,0,"https://twitter.com/dog_rates/status/883117836046086144/photo/1,https://twitter.com/dog_rates/status/883117836046086144/photo/1",13.0,10.0,1.3,,,,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,2.0,True,Golden Retriever,0.949562,36902.0,6641.0
882992080364220416,0,2017-07-06 15:58:11,Twitter for iPhone,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy ,https://t.co/tyER0KpdXj,0,"https://twitter.com/dog_rates/status/882992080364220416/photo/1,https://twitter.com/dog_rates/status/882992080364220416/photo/1",13.0,10.0,1.3,Rusty,Male,,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,1.0,True,Eskimo Dog,0.466778,23772.0,3898.0
882762694511734784,0,2017-07-06 00:46:41,Twitter for iPhone,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl ,https://t.co/D43I96SlVu,0,https://twitter.com/dog_rates/status/882762694511734784/photo/1,12.0,10.0,1.2,Gus,Male,pupper,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,1.0,True,Labrador Retriever,0.85005,28070.0,4893.0
882627270321602560,0,2017-07-05 15:48:34,Twitter for iPhone,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) ,https://t.co/Nx52PGwH94,0,https://twitter.com/dog_rates/status/882627270321602560/photo/1,13.0,10.0,1.3,Stanley,Male,,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,1.0,True,Pembroke,0.542982,27685.0,6059.0
882268110199369728,0,2017-07-04 16:01:23,Twitter for iPhone,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 ,https://t.co/fYP5RlutfA,0,"https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1",13.0,10.0,1.3,Alfy,Male,,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,1.0,True,Golden Retriever,0.762211,44611.0,11532.0
882045870035918850,0,2017-07-04 01:18:17,Twitter for iPhone,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko ",https://t.co/zeDpnsKX7w,0,"https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1",13.0,10.0,1.3,Koko,Female,,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,1.0,True,Golden Retriever,0.00694063,29118.0,4948.0
881906580714921986,0,2017-07-03 16:04:48,Twitter for iPhone,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable ,https://t.co/503CgWbhxQ,0,https://twitter.com/dog_rates/status/881906580714921986/photo/1,12.0,10.0,1.2,Rey,Male,,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,1.0,True,Weimaraner,0.291539,24104.0,3387.0
881666595344535552,0,2017-07-03 00:11:11,Twitter for iPhone,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely ,https://t.co/7CSWCl8I6s,0,https://twitter.com/dog_rates/status/881666595344535552/photo/1,13.0,10.0,1.3,Gary,Male,,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,1.0,True,Saluki,0.529012,50144.0,10606.0
881633300179243008,1,2017-07-02 21:58:53,Twitter for iPhone,@roushfenway These are good dogs but 17/10 is an emotional impulse rating. More like 13/10s,,0,,13.0,10.0,1.3,,,,,,,,,126.0,7.0
881536004380872706,0,2017-07-02 15:32:16,Twitter for iPhone,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) ",https://t.co/ghXBIIeQZF,0,https://twitter.com/dog_rates/status/881536004380872706/video/1,14.0,10.0,1.4,,,pupper,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,1.0,True,Samoyed,0.281463,49055.0,15879.0
881268444196462592,0,2017-07-01 21:49:04,Twitter for iPhone,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet ,https://t.co/cgwJwowTMC,0,https://twitter.com/dog_rates/status/881268444196462592/photo/1,12.0,10.0,1.2,Elliot,Male,,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,1.0,False,Tusker,0.473303,22902.0,5134.0
880935762899988482,0,2017-06-30 23:47:07,Twitter for iPhone,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking ,https://t.co/D0wb1GlKAt,0,https://twitter.com/dog_rates/status/880935762899988482/photo/1,13.0,10.0,1.3,Louis,Male,,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg,1.0,False,Street Sign,0.251801,16875.0,2767.0
880872448815771648,0,2017-06-30 19:35:32,Twitter for iPhone,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 ,https://t.co/WiAMbTkDPf,0,https://twitter.com/dog_rates/status/880872448815771648/photo/1,12.0,10.0,1.2,,,,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,1.0,True,Pembroke,0.791416,21121.0,3797.0
880465832366813184,0,2017-06-29 16:39:47,Twitter for iPhone,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop ,https://t.co/4VsFysDmiw,0,"https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1",12.0,10.0,1.2,Bella,Female,,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,1.0,True,Golden Retriever,0.913255,28309.0,6260.0
880221127280381952,0,2017-06-29 00:27:25,Twitter for iPhone,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well ,https://t.co/fUod0tVmvK,0,"https://twitter.com/dog_rates/status/880221127280381952/photo/1,https://twitter.com/dog_rates/status/880221127280381952/photo/1",12.0,10.0,1.2,Jesse,Male,,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,1.0,True,Chihuahua,0.238525,26836.0,4206.0
880095782870896641,0,2017-06-28 16:09:20,Twitter for iPhone,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 ,https://t.co/HauE8M3Bu4,0,https://twitter.com/dog_rates/status/880095782870896641/photo/1,11.0,10.0,1.1,,,,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,1.0,True,Miniature Pinscher,0.120298,27406.0,4346.0
879862464715927552,0,2017-06-28 00:42:13,Twitter for iPhone,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 ,https://t.co/Qh5aEkRQm9,0,"https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1",13.0,10.0,1.3,Romeo,Male,,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,3.0,True,Basset,0.813507,22157.0,3482.0
879674319642796034,1,2017-06-27 12:14:36,Twitter for iPhone,@RealKentMurphy 14/10 confirmed,,0,,14.0,10.0,1.4,,,,,,,,,310.0,10.0
